key,scroll,segment,recipe,pitch_um,height_ds8,width_ds8,window_px_ds8,n_windows,max_coverage,status
PHerc0172/segments/20250926132117-w083_20250926132117595_flatboi/ink-detection/downsampled/PHerc0172-20250926132117-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926132117-w083_20250926132117595_flatboi,other,7.91,1743,1453,311,68,1.0,scored
PHerc0172/segments/20250926145427-w084_20250926145427439_flatboi/ink-detection/downsampled/PHerc0172-20250926145427-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926145427-w084_20250926145427439_flatboi,other,7.91,1208,1503,311,35,1.0,scored
PHerc0172/segments/20250926145427-w084_20250926145427439_flatboi/ink-detection/downsampled/PHerc0172-20250926145427-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926145427-w084_20250926145427439_flatboi,other,7.91,1208,1503,311,35,1.0,scored
PHerc0172/segments/20250926150345-w086_20250926150345176_flatboi/ink-detection/downsampled/PHerc0172-20250926150345-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926150345-w086_20250926150345176_flatboi,other,7.91,1558,1213,311,50,1.0,scored
PHerc0172/segments/20250926150345-w086_20250926150345176_flatboi/ink-detection/downsampled/PHerc0172-20250926150345-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926150345-w086_20250926150345176_flatboi,other,7.91,1558,1213,311,50,1.0,scored
PHerc0172/segments/20250926153406-w088_20250926153406704_flatboi/ink-detection/downsampled/PHerc0172-20250926153406-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20250926153406-w088_20250926153406704_flatboi,other,7.91,1820,1563,311,59,1.0,scored
PHerc0172/segments/20250926153406-w088_20250926153406704_flatboi/ink-detection/downsampled/PHerc0172-20250926153406-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20250926153406-w088_20250926153406704_flatboi,other,7.91,1820,1563,311,59,1.0,scored
PHerc0172/segments/20251106133152-w077_20251106133152767_flatboi/ink-detection/downsampled/PHerc0172-20251106133152-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251106133152-w077_20251106133152767_flatboi,other,7.91,1993,1475,311,69,1.0,scored
PHerc0172/segments/20251106133152-w077_20251106133152767_flatboi/ink-detection/downsampled/PHerc0172-20251106133152-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251106133152-w077_20251106133152767_flatboi,other,7.91,1993,1475,311,69,1.0,scored
PHerc0172/segments/20251106170358-w076_20251106170358232_flatboi/ink-detection/downsampled/PHerc0172-20251106170358-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251106170358-w076_20251106170358232_flatboi,other,7.91,1683,1520,311,64,1.0,scored
PHerc0172/segments/20251106170358-w076_20251106170358232_flatboi/ink-detection/downsampled/PHerc0172-20251106170358-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251106170358-w076_20251106170358232_flatboi,other,7.91,1683,1520,311,64,1.0,scored
PHerc0172/segments/20251107063327-w063_20251107063327215_flatboi/ink-detection/downsampled/PHerc0172-20251107063327-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251107063327-w063_20251107063327215_flatboi,other,7.91,1605,1760,311,90,1.0,scored
PHerc0172/segments/20251107063327-w063_20251107063327215_flatboi/ink-detection/downsampled/PHerc0172-20251107063327-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251107063327-w063_20251107063327215_flatboi,other,7.91,1605,1760,311,90,1.0,scored
PHerc0172/segments/20251107110950-w064_20251107110950052_flatboi/ink-detection/downsampled/PHerc0172-20251107110950-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251107110950-w064_20251107110950052_flatboi,other,7.91,1678,1868,311,99,1.0,scored
PHerc0172/segments/20251107110950-w064_20251107110950052_flatboi/ink-detection/downsampled/PHerc0172-20251107110950-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251107110950-w064_20251107110950052_flatboi,other,7.91,1678,1868,311,99,1.0,scored
PHerc0172/segments/20251107175958-w061_20251107175958270_flatboi/ink-detection/downsampled/PHerc0172-20251107175958-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251107175958-w061_20251107175958270_flatboi,other,7.91,1505,1585,311,72,1.0,scored
PHerc0172/segments/20251107175958-w061_20251107175958270_flatboi/ink-detection/downsampled/PHerc0172-20251107175958-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251107175958-w061_20251107175958270_flatboi,other,7.91,1505,1585,311,72,1.0,scored
PHerc0172/segments/20251109232817-w065_20251109232817724_flatboi/ink-detection/downsampled/PHerc0172-20251109232817-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251109232817-w065_20251109232817724_flatboi,other,7.91,1898,1858,311,97,1.0,scored
PHerc0172/segments/20251109232817-w065_20251109232817724_flatboi/ink-detection/downsampled/PHerc0172-20251109232817-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251109232817-w065_20251109232817724_flatboi,other,7.91,1898,1858,311,97,1.0,scored
PHerc0172/segments/20251110110112-w066_20251110110112608_flatboi/ink-detection/downsampled/PHerc0172-20251110110112-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251110110112-w066_20251110110112608_flatboi,other,7.91,2093,1873,311,105,1.0,scored
PHerc0172/segments/20251110110112-w066_20251110110112608_flatboi/ink-detection/downsampled/PHerc0172-20251110110112-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251110110112-w066_20251110110112608_flatboi,other,7.91,2093,1873,311,105,1.0,scored
PHerc0172/segments/20251110135146-w085_20251110135146457_flatboi/ink-detection/downsampled/PHerc0172-20251110135146-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251110135146-w085_20251110135146457_flatboi,other,7.91,1580,1210,311,51,1.0,scored
PHerc0172/segments/20251110135146-w085_20251110135146457_flatboi/ink-detection/downsampled/PHerc0172-20251110135146-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251110135146-w085_20251110135146457_flatboi,other,7.91,1580,1210,311,51,1.0,scored
PHerc0172/segments/20251110135803-w067_20251110135803677_flatboi/ink-detection/downsampled/PHerc0172-20251110135803-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251110135803-w067_20251110135803677_flatboi,other,7.91,1643,1858,311,90,1.0,scored
PHerc0172/segments/20251110135803-w067_20251110135803677_flatboi/ink-detection/downsampled/PHerc0172-20251110135803-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251110135803-w067_20251110135803677_flatboi,other,7.91,1643,1858,311,90,1.0,scored
PHerc0172/segments/20251111010954-w068_20251111010954408_flatboi/ink-detection/downsampled/PHerc0172-20251111010954-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251111010954-w068_20251111010954408_flatboi,other,7.91,1635,1865,311,99,1.0,scored
PHerc0172/segments/20251111010954-w068_20251111010954408_flatboi/ink-detection/downsampled/PHerc0172-20251111010954-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251111010954-w068_20251111010954408_flatboi,other,7.91,1635,1865,311,99,1.0,scored
PHerc0172/segments/20251111151836-w069_20251111151836406_flatboi/ink-detection/downsampled/PHerc0172-20251111151836-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251111151836-w069_20251111151836406_flatboi,other,7.91,2045,2183,311,125,1.0,scored
PHerc0172/segments/20251111151836-w069_20251111151836406_flatboi/ink-detection/downsampled/PHerc0172-20251111151836-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251111151836-w069_20251111151836406_flatboi,other,7.91,2045,2183,311,125,1.0,scored
PHerc0172/segments/20251111210734-w070_20251111210734722_flatboi/ink-detection/downsampled/PHerc0172-20251111210734-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251111210734-w070_20251111210734722_flatboi,other,7.91,1615,1873,311,99,1.0,scored
PHerc0172/segments/20251111210734-w070_20251111210734722_flatboi/ink-detection/downsampled/PHerc0172-20251111210734-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251111210734-w070_20251111210734722_flatboi,other,7.91,1615,1873,311,99,1.0,scored
PHerc0172/segments/20251112000002-w087_20251112000002214_flatboi/ink-detection/downsampled/PHerc0172-20251112000002-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251112000002-w087_20251112000002214_flatboi,other,7.91,1553,1203,311,50,1.0,scored
PHerc0172/segments/20251112000002-w087_20251112000002214_flatboi/ink-detection/downsampled/PHerc0172-20251112000002-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251112000002-w087_20251112000002214_flatboi,other,7.91,1553,1203,311,50,1.0,scored
PHerc0172/segments/20251112163527-w071_20251112163527854_flatboi/ink-detection/downsampled/PHerc0172-20251112163527-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251112163527-w071_20251112163527854_flatboi,other,7.91,1613,1885,311,99,1.0,scored
PHerc0172/segments/20251112163527-w071_20251112163527854_flatboi/ink-detection/downsampled/PHerc0172-20251112163527-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251112163527-w071_20251112163527854_flatboi,other,7.91,1613,1885,311,99,1.0,scored
PHerc0172/segments/20251113021010-w072_20251113021010674_flatboi/ink-detection/downsampled/PHerc0172-20251113021010-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251113021010-w072_20251113021010674_flatboi,other,7.91,1595,1885,311,99,1.0,scored
PHerc0172/segments/20251113021010-w072_20251113021010674_flatboi/ink-detection/downsampled/PHerc0172-20251113021010-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251113021010-w072_20251113021010674_flatboi,other,7.91,1595,1885,311,99,1.0,scored
PHerc0172/segments/20251113130119-w073_20251113130119516_flatboi/ink-detection/downsampled/PHerc0172-20251113130119-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251113130119-w073_20251113130119516_flatboi,other,7.91,1590,1893,311,99,1.0,scored
PHerc0172/segments/20251113130119-w073_20251113130119516_flatboi/ink-detection/downsampled/PHerc0172-20251113130119-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251113130119-w073_20251113130119516_flatboi,other,7.91,1590,1893,311,99,1.0,scored
PHerc0172/segments/20251113152136-w074_20251113152136889_flatboi/ink-detection/downsampled/PHerc0172-20251113152136-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251113152136-w074_20251113152136889_flatboi,other,7.91,1585,1880,311,99,1.0,scored
PHerc0172/segments/20251113152136-w074_20251113152136889_flatboi/ink-detection/downsampled/PHerc0172-20251113152136-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251113152136-w074_20251113152136889_flatboi,other,7.91,1585,1880,311,99,1.0,scored
PHerc0172/segments/20251113204233-w075_20251113204233755_flatboi/ink-detection/downsampled/PHerc0172-20251113204233-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251113204233-w075_20251113204233755_flatboi,other,7.91,1573,1878,311,99,1.0,scored
PHerc0172/segments/20251113204233-w075_20251113204233755_flatboi/ink-detection/downsampled/PHerc0172-20251113204233-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251113204233-w075_20251113204233755_flatboi,other,7.91,1573,1878,311,99,1.0,scored
PHerc0172/segments/20251114202035-w081_20251114202035261_flatboi/ink-detection/downsampled/PHerc0172-20251114202035-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251114202035-w081_20251114202035261_flatboi,other,7.91,1470,1428,311,52,1.0,scored
PHerc0172/segments/20251114202035-w081_20251114202035261_flatboi/ink-detection/downsampled/PHerc0172-20251114202035-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251114202035-w081_20251114202035261_flatboi,other,7.91,1470,1428,311,52,1.0,scored
PHerc0172/segments/20251115002740-auto_grown_20251115002740308_0_flatboi/ink-detection/downsampled/PHerc0172-20251115002740-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002740-auto_grown_20251115002740308_0_flatboi,other,7.91,1388,6150,311,266,1.0,scored
PHerc0172/segments/20251115002740-auto_grown_20251115002740308_0_flatboi/ink-detection/downsampled/PHerc0172-20251115002740-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002740-auto_grown_20251115002740308_0_flatboi,other,7.91,1388,6150,311,266,1.0,scored
PHerc0172/segments/20251115002741-auto_grown_20251115002740308_1_flatboi/ink-detection/downsampled/PHerc0172-20251115002741-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002741-auto_grown_20251115002740308_1_flatboi,other,7.91,1573,7038,311,376,1.0,scored
PHerc0172/segments/20251115002741-auto_grown_20251115002740308_1_flatboi/ink-detection/downsampled/PHerc0172-20251115002741-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002741-auto_grown_20251115002740308_1_flatboi,other,7.91,1573,7038,311,376,1.0,scored
PHerc0172/segments/20251115002742-auto_grown_20251115002740308_2_flatboi/ink-detection/downsampled/PHerc0172-20251115002742-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002742-auto_grown_20251115002740308_2_flatboi,other,7.91,1548,6975,311,340,1.0,scored
PHerc0172/segments/20251115002742-auto_grown_20251115002740308_2_flatboi/ink-detection/downsampled/PHerc0172-20251115002742-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002742-auto_grown_20251115002740308_2_flatboi,other,7.91,1548,6975,311,340,1.0,scored
PHerc0172/segments/20251115002743-auto_grown_20251115002740308_3_flatboi/ink-detection/downsampled/PHerc0172-20251115002743-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002743-auto_grown_20251115002740308_3_flatboi,other,7.91,1620,7195,311,385,1.0,scored
PHerc0172/segments/20251115002743-auto_grown_20251115002740308_3_flatboi/ink-detection/downsampled/PHerc0172-20251115002743-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002743-auto_grown_20251115002740308_3_flatboi,other,7.91,1620,7195,311,385,1.0,scored
PHerc0172/segments/20251115002744-auto_grown_20251115002740308_4_flatboi/ink-detection/downsampled/PHerc0172-20251115002744-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002744-auto_grown_20251115002740308_4_flatboi,other,7.91,2000,7318,311,394,1.0,scored
PHerc0172/segments/20251115002744-auto_grown_20251115002740308_4_flatboi/ink-detection/downsampled/PHerc0172-20251115002744-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002744-auto_grown_20251115002740308_4_flatboi,other,7.91,2000,7318,311,394,1.0,scored
PHerc0172/segments/20251115002745-auto_grown_20251115002740308_5_flatboi/ink-detection/downsampled/PHerc0172-20251115002745-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002745-auto_grown_20251115002740308_5_flatboi,other,7.91,1593,7663,311,414,1.0,scored
PHerc0172/segments/20251115002745-auto_grown_20251115002740308_5_flatboi/ink-detection/downsampled/PHerc0172-20251115002745-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002745-auto_grown_20251115002740308_5_flatboi,other,7.91,1593,7663,311,414,1.0,scored
PHerc0172/segments/20251115002746-auto_grown_20251115002740308_6_flatboi/ink-detection/downsampled/PHerc0172-20251115002746-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002746-auto_grown_20251115002740308_6_flatboi,other,7.91,1395,6943,311,261,1.0,scored
PHerc0172/segments/20251115002746-auto_grown_20251115002740308_6_flatboi/ink-detection/downsampled/PHerc0172-20251115002746-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002746-auto_grown_20251115002740308_6_flatboi,other,7.91,1395,6943,311,261,1.0,scored
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,1530,7043,311,346,1.0,scored
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,1530,7043,311,346,1.0,scored
PHerc0172/segments/20251115002748-auto_grown_20251115002740308_8_flatboi/ink-detection/downsampled/PHerc0172-20251115002748-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002748-auto_grown_20251115002740308_8_flatboi,other,7.91,1593,4668,311,257,1.0,scored
PHerc0172/segments/20251115002748-auto_grown_20251115002740308_8_flatboi/ink-detection/downsampled/PHerc0172-20251115002748-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002748-auto_grown_20251115002740308_8_flatboi,other,7.91,1593,4668,311,257,1.0,scored
PHerc0172/segments/20251203230500-w089_20251203230500465_flatboi/ink-detection/downsampled/PHerc0172-20251203230500-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251203230500-w089_20251203230500465_flatboi,other,7.91,1615,1528,311,55,1.0,scored
PHerc0172/segments/20251203230500-w089_20251203230500465_flatboi/ink-detection/downsampled/PHerc0172-20251203230500-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251203230500-w089_20251203230500465_flatboi,other,7.91,1615,1528,311,55,1.0,scored
PHerc0172/segments/20251204060522-w090_20251204060522416_flatboi/ink-detection/downsampled/PHerc0172-20251204060522-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251204060522-w090_20251204060522416_flatboi,other,7.91,1608,1523,311,55,1.0,scored
PHerc0172/segments/20251204060522-w090_20251204060522416_flatboi/ink-detection/downsampled/PHerc0172-20251204060522-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251204060522-w090_20251204060522416_flatboi,other,7.91,1608,1523,311,55,1.0,scored
PHerc0172/segments/20251204071911-w091_20251204071911070_flatboi/ink-detection/downsampled/PHerc0172-20251204071911-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251204071911-w091_20251204071911070_flatboi,other,7.91,1598,1520,311,56,1.0,scored
PHerc0172/segments/20251204071911-w091_20251204071911070_flatboi/ink-detection/downsampled/PHerc0172-20251204071911-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251204071911-w091_20251204071911070_flatboi,other,7.91,1598,1520,311,56,1.0,scored
PHerc0172/segments/20251204101314-w092_20251204101314959_flatboi/ink-detection/downsampled/PHerc0172-20251204101314-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251204101314-w092_20251204101314959_flatboi,other,7.91,1693,1570,311,60,1.0,scored
PHerc0172/segments/20251204101314-w092_20251204101314959_flatboi/ink-detection/downsampled/PHerc0172-20251204101314-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251204101314-w092_20251204101314959_flatboi,other,7.91,1693,1570,311,60,1.0,scored
PHerc0172/segments/20251204192708-w093_20251204192708445_flatboi/ink-detection/downsampled/PHerc0172-20251204192708-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251204192708-w093_20251204192708445_flatboi,other,7.91,1883,2163,311,57,1.0,scored
PHerc0172/segments/20251204192708-w093_20251204192708445_flatboi/ink-detection/downsampled/PHerc0172-20251204192708-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251204192708-w093_20251204192708445_flatboi,other,7.91,1883,2163,311,57,1.0,scored
PHerc0172/segments/20251205115859-w094_20251205115859448_flatboi/ink-detection/downsampled/PHerc0172-20251205115859-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251205115859-w094_20251205115859448_flatboi,other,7.91,1408,1300,311,42,1.0,scored
PHerc0172/segments/20251205115859-w094_20251205115859448_flatboi/ink-detection/downsampled/PHerc0172-20251205115859-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251205115859-w094_20251205115859448_flatboi,other,7.91,1408,1300,311,42,1.0,scored
PHerc0172/segments/20251206184729-w095_20251206184729906_flatboi/ink-detection/downsampled/PHerc0172-20251206184729-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251206184729-w095_20251206184729906_flatboi,other,7.91,1810,1428,311,49,1.0,scored
PHerc0172/segments/20251206184729-w095_20251206184729906_flatboi/ink-detection/downsampled/PHerc0172-20251206184729-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251206184729-w095_20251206184729906_flatboi,other,7.91,1810,1428,311,49,1.0,scored
PHerc0172/segments/20251207123912-w060_20251207123912611_flatboi/ink-detection/downsampled/PHerc0172-20251207123912-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251207123912-w060_20251207123912611_flatboi,other,7.91,1375,1445,311,56,1.0,scored
PHerc0172/segments/20251207123912-w060_20251207123912611_flatboi/ink-detection/downsampled/PHerc0172-20251207123912-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251207123912-w060_20251207123912611_flatboi,other,7.91,1375,1445,311,56,1.0,scored
PHerc0172/segments/20251210142414-w059_20251210142414060_flatboi/ink-detection/downsampled/PHerc0172-20251210142414-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251210142414-w059_20251210142414060_flatboi,other,7.91,1190,1650,311,54,1.0,scored
PHerc0172/segments/20251210142414-w059_20251210142414060_flatboi/ink-detection/downsampled/PHerc0172-20251210142414-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251210142414-w059_20251210142414060_flatboi,other,7.91,1190,1650,311,54,1.0,scored
PHerc0172/segments/20251210153304-w058_20251210153304503_flatboi/ink-detection/downsampled/PHerc0172-20251210153304-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251210153304-w058_20251210153304503_flatboi,other,7.91,1365,1650,311,63,1.0,scored
PHerc0172/segments/20251210153304-w058_20251210153304503_flatboi/ink-detection/downsampled/PHerc0172-20251210153304-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251210153304-w058_20251210153304503_flatboi,other,7.91,1365,1650,311,63,1.0,scored
PHerc0172/segments/20251210160810-w057_20251210160810301_flatboi/ink-detection/downsampled/PHerc0172-20251210160810-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251210160810-w057_20251210160810301_flatboi,other,7.91,1360,1628,311,63,1.0,scored
PHerc0172/segments/20251210160810-w057_20251210160810301_flatboi/ink-detection/downsampled/PHerc0172-20251210160810-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251210160810-w057_20251210160810301_flatboi,other,7.91,1360,1628,311,63,1.0,scored
