key,scroll,segment,recipe,resolution_um,pitch_um,window_px,thresh,y0,x0,coverage,frac_above,n_comp,median_extent,mass_big,mass_huge,mass_letter,mass_smear
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,19840,1.0,0.1214,119,506.2,0.7346,0.3789,0.7346,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,21080,1.0,0.1206,150,474.6,0.6877,0.283,0.6877,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,22320,1.0,0.1195,161,443.0,0.665,0.3157,0.665,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,23560,1.0,0.1196,146,443.0,0.7272,0.3307,0.7272,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,24800,1.0,0.1522,142,506.2,0.7873,0.3709,0.7873,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,26040,1.0,0.142,160,506.2,0.7504,0.3171,0.7504,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,27280,1.0,0.1311,170,506.2,0.6707,0.319,0.6707,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,28520,1.0,0.1521,179,506.2,0.6879,0.3165,0.6879,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,29760,1.0,0.1414,179,443.0,0.7041,0.3074,0.7041,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,31000,1.0,0.1246,197,443.0,0.6213,0.2605,0.6213,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,32240,1.0,0.1602,189,443.0,0.7195,0.3682,0.7195,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,33480,1.0,0.1653,170,443.0,0.7596,0.4398,0.7596,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,34720,1.0,0.1272,172,443.0,0.6398,0.4515,0.6398,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,35960,1.0,0.2537,151,506.2,0.857,0.7642,0.5879,0.2691
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,37200,1.0,0.3382,156,506.2,0.9107,0.7363,0.614,0.2967
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,38440,1.0,0.2785,182,506.2,0.8504,0.6014,0.7594,0.091
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,39680,1.0,0.2209,201,443.0,0.7778,0.5371,0.7778,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,40920,1.0,0.1905,189,443.0,0.7886,0.5505,0.7886,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,42160,1.0,0.172,152,506.2,0.8035,0.5667,0.8035,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,43400,1.0,0.1102,143,506.2,0.6555,0.3285,0.6555,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,44640,1.0,0.0977,161,443.0,0.5169,0.2142,0.5169,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,45880,1.0,0.1406,178,506.2,0.6478,0.3282,0.6478,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,47120,1.0,0.2761,146,506.2,0.8691,0.7169,0.5399,0.3292
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,48360,1.0,0.3301,160,601.2,0.8902,0.7309,0.5528,0.3374
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,49600,1.0,0.2388,189,569.5,0.806,0.5444,0.806,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,50840,1.0,0.1714,161,506.2,0.7881,0.47,0.7881,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,52080,1.0,0.1393,143,443.0,0.7497,0.4819,0.7497,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,4960,53320,1.0,0.123,140,474.6,0.6928,0.3804,0.6928,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,0,0.789,0.0881,126,506.2,0.6099,0.2635,0.6099,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,1240,1.0,0.1243,173,506.2,0.6134,0.3197,0.6134,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,2480,1.0,0.0821,133,443.0,0.5698,0.3129,0.5698,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,3720,1.0,0.0656,125,379.7,0.4924,0.2794,0.4924,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,4960,1.0,0.0522,107,379.7,0.449,0.239,0.449,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,6200,1.0,0.0708,97,379.7,0.6899,0.2269,0.6899,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,7440,1.0,0.1381,117,506.2,0.8149,0.4718,0.8149,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,8680,1.0,0.1526,129,506.2,0.7975,0.4992,0.7975,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,9920,1.0,0.1486,135,443.0,0.7893,0.4917,0.7893,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,11160,1.0,0.1569,131,443.0,0.8164,0.585,0.8164,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,12400,1.0,0.161,144,506.2,0.784,0.6011,0.784,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,13640,1.0,0.1809,156,506.2,0.7776,0.6608,0.7776,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,14880,1.0,0.1605,156,506.2,0.7597,0.5179,0.7597,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,16120,1.0,0.1213,182,443.0,0.5961,0.2496,0.5961,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,17360,1.0,0.126,162,443.0,0.6469,0.4151,0.6469,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,18600,1.0,0.1343,117,506.2,0.7942,0.5351,0.7942,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,19840,1.0,0.1505,128,569.5,0.8156,0.436,0.8156,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,21080,1.0,0.1605,154,506.2,0.7975,0.394,0.6195,0.178
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,22320,1.0,0.1496,160,474.6,0.7297,0.4064,0.7297,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,23560,1.0,0.1445,148,443.0,0.7627,0.4586,0.7627,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,24800,1.0,0.1595,131,506.2,0.8241,0.5225,0.6745,0.1496
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,26040,1.0,0.1473,160,443.0,0.7673,0.4082,0.6654,0.1019
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,27280,1.0,0.1572,184,506.2,0.6768,0.3964,0.6768,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,28520,1.0,0.167,181,569.5,0.6693,0.4119,0.6693,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,29760,1.0,0.1416,179,506.2,0.6524,0.3268,0.6524,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,31000,1.0,0.1499,198,443.0,0.6554,0.3893,0.6554,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,32240,1.0,0.1791,192,443.0,0.7387,0.4173,0.7387,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,33480,1.0,0.1773,180,506.2,0.7519,0.4195,0.7519,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,34720,1.0,0.1321,183,443.0,0.6667,0.3472,0.6667,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,35960,1.0,0.2275,161,443.0,0.8497,0.6452,0.6841,0.1656
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,37200,1.0,0.3235,159,443.0,0.9069,0.7196,0.767,0.1399
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,38440,1.0,0.2549,179,443.0,0.8316,0.6089,0.6014,0.2302
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,39680,1.0,0.1797,210,474.6,0.6899,0.3493,0.6899,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,40920,1.0,0.1518,192,506.2,0.6946,0.2899,0.6946,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,42160,1.0,0.1267,150,506.2,0.7018,0.3718,0.7018,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,43400,1.0,0.0918,135,506.2,0.5582,0.2704,0.5582,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,44640,1.0,0.1036,150,443.0,0.5867,0.1985,0.5867,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,45880,1.0,0.1386,153,506.2,0.6937,0.3048,0.6937,0.0
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,47120,1.0,0.2673,142,506.2,0.8725,0.6889,0.5471,0.3254
PHerc0172/segments/20251115002747-auto_grown_20251115002740308_7_flatboi/ink-detection/downsampled/PHerc0172-20251115002747-7.91um-53keV-volume-20241024131838-20250713185324-timesformer_scroll5_july_retreat-tile64-stride16-ds8.jpg,PHerc0172,20251115002747-auto_grown_20251115002740308_7_flatboi,other,7.91,7.91,2488,110,6200,48360,1.0,0.3261,187,569.5,0.8641,0.6701,0.7278,0.1362
